Actions,Level,Digital actions,Industry,Sources,Links,Additional Notes,Action detail,SDGs,Individual/Organization,id,related_industry_org,Related Industry (org only),Column11
"African STEM Initiative, a SDG Orientated Organization",5,0,,,https://enactusunsw.org/projects/asei/,,"An international collaboration with school
students in Uganda, designed to provide opportunities for disadvantaged
youth to learn practical STEM skills to help create change and
innovation. The project aims to upskill young people in areas such
as nanotechnology, robotics and programming to equip them with
employability skills and empower them to tackle Uganda’s social issues
and create a long-term social impact.","4, 9",1,6217,,Education and training,
OzHarvest (SDG Orientated Organization),5,0,,,https://www.ozharvest.org/,,"OzHarvest was founded in 2004 by Ronni Kahn AO, after noticing the huge volume of food going to waste from her events business. Ronni did not set out to start a charity, rather just fix an obvious problem with a simple solution. Starting with one van in Sydney, she began rescuing food and delivering it to local charities.","1, 2, 12",1,6218,,Accommodation and food services,
Food Bank Australia (SDG Orientated Organization),5,0,,,https://www.foodbank.org.au/,,"Foodbank is Australia’s largest food relief organisation, operating on a scale that makes it crucial to the work of the front line charities who are feeding vulnerable Australians. Foodbank provides more than 70% of the food rescued for food relief organisations nation-wide.
",2,1,6219,,Accommodation and food services,
The Producers (SDG Orientated Organization),5,0,,,https://www.arc.unsw.edu.au/volunteering/the-producers,,"Keen to grow some produce? Want to meet others and create a model for living a sustainable life? The Producers plant, maintain and harvest veggies (or ""produce"" ...get it, now?) around campus. We also run workshops giving aimed at boosting your greenery-confidence and giving you foodie ideas.","2, 11, 13, 15",1,6220,,Accommodation and food services,
Urban Growers (SDG Orientated Organization),5,0,,,https://urbangrowers.com.au/,,"We are a team of horticulturalists, designers, gardeners, landscapers and thinkers building a greener future through edible gardens and urban farms.","2, 11, 13, 15",1,6221,,Professional services,
Thoughtful Foods (SDG Orientated Organization),5,0,,,https://www.thoughtfulfoods.org.au/,,"Thoughtful Foods is a volunteer run, not-for-profit food cooperative which is owned, managed and run according to the wishes of its members. We organise in a non-hierarchical, participatory manner using consensus decision making processes.

Our aim is to provide cheap, minimally packaged and ethically produced wholefoods and household products to UNSW students, staff and the local community. We try to supply ethically, socially and environmentally sound products. Unlike supermarkets, we have a concern for who produces the goods, under what conditions and by what methods.","2, 3, 12",1,6222,,Accommodation and food services,
Wellness Warriors (SDG Orientated Organization),5,0,,,https://www.arc.unsw.edu.au/wellness/wellness-warriors,,The Wellness Warriors are working towards challenging the stigma that surrounds mental health and providing you with the things you need to help you de-stress and reach out if you need support! We understand the stress of student life and are dedicated to finding ways to help you cope. ,3,1,6223,,Health care and social assistance,
Women’s WorldWide Web (or W4) (SDG Orientated Organization),5,1,,,https://www.w4.org/en/,,"Women’s WorldWide Web (W4) is an online crowdfunding platform aiming to promote girls’ and women’s empowerment worldwide, in cities and in rural areas, in both developing and developed countries.

Harnessing the power of digital connection, W4 works to protect girls’ and women’s human rights and to promote their empowerment.

Collaboratively, we work to ensure that girls and women everywhere have access to education, healthcare, economic opportunities, the exercise of their rights, and political participation—all of which benefit girls and women and their families and communities.",5,1,6224,,Information media and telecommunications,
Fempower  (SDG Orientated Organization),5,0,,,http://fempowerworkshops.com/,,"FEMPOWER runs workshops on how to recognise and challenge gender inequality. Our workshops cover a range of material but centre on the harmful effects of gender stereotypes. In particular, how they are linked to violence against women, participation in the workplace and societal expectations more broadly. We pride ourselves on tailoring our workshops to the needs of different schools and have run various workshops in public, private, comprehensive, single sex and selective schools.",5,1,6225,,Apply to all organizations,
Greenpeace (SDG Orientated Organization),5,0,,,https://www.greenpeace.org.au/,,Our mission: Greenpeace is the leading independent campaigning organization that uses peaceful protest and creative confrontation to expose global environmental problems and promote solutions that are essential to a green and peaceful future.,7,1,6226,,Apply to all organizations,
 Sunswift (SDG Orientated Organization),5,0,,,https://www.sunswift.com/,,"Sunswift Racing is a team of innovators working to redefine the future of sustainable transport through the research and development of solar electric vehicle technologies. Whilst Sunswift is best known for its success in the World Solar Challenge, we also focus on progressing technology through partnerships and collaborations with industry leaders.

Based in Sydney, Australia since 1996, Sunswift has built six solar vehicles, with the seventh currently in production. Over this time, Sunswift has seen success in numerous solar vehicle races and holds records with the FIA and Guinness World Records.",7,1,6227,,Professional services,
Fairtrade (SDG Orientated Organization),5,0,,,https://www.fairtrade.net/,,"Fairtrade changes lives by changing trade. We transfer wealth back to farmers and workers in developing countries who deserve a decent income and decent work. We are the leading independent global movement for trade justice, and we are still the most recognised and trusted sustainable trading standard in many leading markets.","8, 10",1,6228,,Wholesale and retail trade,
UNSW Hero program (SDG Orientated Organization),5,0,,,https://www.student.unsw.edu.au/hero,,"UNSW Heroes seeks to develop excellent, well-rounded professionals, equipped to face the challenges of tomorrow. Our Hero Programs include three unique professional and personal development learning opportunities, open to all students. ",8,1,6229,,Education and training,
Fight Inequality Alliance  (SDG Orientated Organization),5,0,,,https://www.fightinequality.org/,,"The Fight Inequality Alliance is a group of leading international and national non-profit organisations, human rights campaigners, women’s rights groups, environmental groups, faith-based organisations, trade unions, social movements and other civil society organisations that have come together to fight the growing crisis of inequality.",10,1,6230,,Apply to all organizations,
